,Description,Source,Rent
2111,Unit payment including maintenance,synthetic,1
2112,Rent payment (apartment),synthetic,1
2113,Residential payment Calendar month,synthetic,1
2114,Residential payment 20th periodic,synthetic,1
2115,Letting fee,synthetic,1
2116,Semi-monthly residence,synthetic,0
2117,Independent of rent - repair,synthetic,0
2118,Residential Services,synthetic,0
2119,RENT>>PAYMENT,synthetic,1
2120,Maintenance fee incl. services,synthetic,0
2121,Payment to Wilson,synthetic,0
2122,123 Main St monthly,synthetic,1
2123,Lease payment,synthetic,0
2124,Rant remittance,synthetic,1
2125,Service fee incl. services,synthetic,0
2126,Apartment payment + parking,synthetic,1
2127,Payment to Wilson,synthetic,0
2128,Property payment for residential unit,synthetic,1
2129,Housing Associates,synthetic,0
2130,Recurring 1st week,synthetic,0
2131,Property fee,synthetic,0
2132,Transfer to Miller,synthetic,0
2133,Subscripton payment,synthetic,0
2134,Payment on 1st of month,synthetic,0
2135,Habitation remittance,synthetic,1
2136,ACH to Johnson LLC,synthetic,0
2137,Rental payment,synthetic,0
2138,Membership First Monday,synthetic,0
2139,Maintenance fee + insurance,synthetic,0
2140,Lease fee,synthetic,0
2141,Letting fee,synthetic,0
2142,Crib fee,synthetic,0
2143,Complex Services,synthetic,1
2144,R3nt fee,synthetic,1
2145,Complex fee for residential unit,synthetic,1
2146,Other than rent - tax,synthetic,0
2147,Rent payment (primary residence),synthetic,1
2148,Maintenance fee incl. services,synthetic,0
2149,Letting fee,synthetic,1
2150,Service Quarterly,synthetic,0
2151,Rnet payment,synthetic,1
2152,RENT - DO NOT DELETE,synthetic,1
2153,Rent(payment),synthetic,1
2154,Rant fee,synthetic,1
2155,ACH to Johnson LLC,synthetic,0
2156,End of month remittance,synthetic,0
2157,CHARGE - AUTO,synthetic,0
2158,Payment to Wilson,synthetic,0
2159,500 Oak Ave payment,synthetic,1
2160,RENT #2024-001,synthetic,1
2161,Complex Services,synthetic,0
2162,Utilitie payment,synthetic,0
2163,Unit payment,synthetic,0
2164,Place remittance,synthetic,0
2165,RENT: UNIT 304,synthetic,1
2166,CHARGE - MONTHLY,synthetic,0
2167,Monthly on 15th,synthetic,0
2168,Rent payment (apartment),synthetic,1
2169,Residence fee including amenities,synthetic,1
2170,First of month payment,synthetic,1
2171,Property payment,synthetic,0
2172,Zelle to Davis,synthetic,0
2173,Lease fee for residential unit,synthetic,1
2174,Membership First Monday,synthetic,0
2175,Subscription 10th recurring,synthetic,0
2176,Bi-weekly housing,synthetic,0
2177,Unit Management,synthetic,0
2178,FEE - RECURRING,synthetic,0
2179,RENT|AUTO,synthetic,1
2180,Ren tpayment,synthetic,1
2181,Complex charge for residential unit,synthetic,1
2182,Accommodation remittance including tax,synthetic,1
2183,Housing Associates,synthetic,0
2184,Building fee,synthetic,0
2185,Rentt disbursement,synthetic,1
2186,HOA fee incl. services,synthetic,0
2187,UTILITY - AUTO,synthetic,0
2188,Property Services LLC (Unit 8C),synthetic,1
2189,Maintenance fee + tax,synthetic,0
2190,Subscription 1st of month,synthetic,0
2191,Check #1234 for monthly,synthetic,0
2192,CHARGE - AUTO,synthetic,0
2193,Maintenance fee + insurance,synthetic,0
2194,Digs payment,synthetic,0
2195,HOA fee incl. services,synthetic,0
2196,RENT: UNIT 304,synthetic,1
2197,HOA fee + insurance,synthetic,0
2198,RENT-RECURRING,synthetic,1
2199,Residential Services,synthetic,0
2200,Complex charge,synthetic,0
2201,Mid-month transfer,synthetic,0
2202,RENT_INVOICE_001,synthetic,1
2203,First of month payment,synthetic,0
2204,Bi-weekly housing,synthetic,1
2205,Unit disbursement for residential unit,synthetic,1
2206,Unit letting,synthetic,0
2207,Property Services LLC,synthetic,0
2208,Residence fee including amenities,synthetic,1
2209,Payment to Wilson (Unit 15C),synthetic,1
2210,Lodging remittance,synthetic,1
2211,Pad payment,synthetic,0
2212,Unit letting,synthetic,0
2213,Complex charge,synthetic,0
2214,RENT - DO NOT DELETE,synthetic,1
2215,Complex charge,synthetic,0
2216,Periodic 30th payment (Unit 40B),synthetic,1
2217,Rent payment (apartment),synthetic,1
2218,Residence fee including amenities,synthetic,1
2219,Unit letting,synthetic,1
2220,Maintenance fee + insurance,synthetic,0
2221,Residential payment Semi-monthly,synthetic,1
2222,ACH to Johnson LLC,synthetic,0
2223,Residential payment Monthly anniversary,synthetic,1
2224,Complex management remittance,synthetic,1
2225,SERVICE - MONTHLY,synthetic,0
2226,Housing Associates,synthetic,0
2227,Rent payment ,synthetic,1
2228,Landlord services payment,synthetic,1
2229,Building fee for residential unit,synthetic,1
2230,Premises fee with service charge,synthetic,1
2231,Residential payment Semi-monthly,synthetic,1
2232,Ref: RES-UNIT-5B,synthetic,1
2233,Residential payment 5th monthly,synthetic,1
2234,Debit to Anderson,synthetic,1
2235,Membership Quarterly,synthetic,0
2236,Utilitie payment,synthetic,0
2237,My unit disbursement,synthetic,1
2238,Maintenance fee + insurance,synthetic,0
2239,Non-rent housing expense,synthetic,0
2240,Other than rent - tax,synthetic,0
2241,Servise payment,synthetic,0
2242,Property payment for residential unit,synthetic,1
2243,Lodgings remittance,synthetic,0
2244,Residential payment 15th auto,synthetic,1
2245,Monthly housing and utilities bundle,synthetic,1
2246,Lodging remittance,synthetic,1
2247,Debit to Anderson,synthetic,0
2248,Membership Quarterly,synthetic,0
2249,SERVICE - RECURRING,synthetic,0
2250,Rentt disbursement,synthetic,1
2251,For 303 Parkview,synthetic,1
2252,Rental payment,synthetic,0
2253,Condo fee,synthetic,1
2254,Transfer to Miller,synthetic,0
2255,Rent payment (primary residence),synthetic,1
2256,Rnet payment,synthetic,1
2257,Complex payment,synthetic,0
2258,Zelle to Davis,synthetic,1
2259,Strata payment,synthetic,1
2260,Unit payment including maintenance,synthetic,1
2261,Unit remittance for residential unit,synthetic,1
2262,Rant fee,synthetic,1
2263,RENT~MONTHLY,synthetic,1
2264,Membership 15th auto,synthetic,0
2265,Subscription 10th recurring,synthetic,0
2266,Residential payment 10th recurring,synthetic,1
2267,Rent payment (apartment),synthetic,1
2268,Subscription Last day,synthetic,0
2269,Property fee,synthetic,0
2270,Bi-weekly housing,synthetic,1
2271,Property fee,synthetic,0
2272,Besides rent - insurance,synthetic,0
2273,Independent of rent - repair,synthetic,0
2274,Residential payment Quarterly,synthetic,1
2275,Rent payment (primary residence),synthetic,1
2276,Membership Semi-monthly,synthetic,0
2277,Domicile disbursement,synthetic,1
2278,Residential payment 20th periodic,synthetic,1
2279,Complex fee,synthetic,0
2280,Rent payment (apartment),synthetic,1
2281,Service Every 30 days,synthetic,0
2282,Building administration fee,synthetic,1
2283,Lodgings remittance,synthetic,0
2284,Service 25th standing,synthetic,0
2285,Payment on 1st of month,synthetic,1
2286,RENT-RECURRING,synthetic,1
2287,Subscription 1st of month,synthetic,0
2288,Separate from rent - deposit,synthetic,0
2289,RENT>>PAYMENT,synthetic,1
2290,Unit fee for residential unit,synthetic,1
2291,Servise payment,synthetic,0
2292,Building Management,synthetic,0
2293,RENT: UNIT 304,synthetic,1
2294,RENT: UNIT 304,synthetic,1
2295,Premises Services,synthetic,0
2296,Check #1234 for monthly,synthetic,0
2297,Premises maintenance remittance,synthetic,1
2298,R3nt fee,synthetic,1
2299,Subscripton payment,synthetic,0
2300,Tenancy payment,synthetic,0
2301,Habitation remittance,synthetic,1
2302,Accommodation remittance including tax,synthetic,1
2303,Additional to rent - fee,synthetic,0
2304,Utilitie payment,synthetic,0
2305,HOA fee + tax,synthetic,0
2306,Periodic 30th payment,synthetic,1
2307,Spot payment,synthetic,0
2308,Independent of rent - repair,synthetic,0
2309,Excluding rent - HOA,synthetic,0
2310,Service Quarterly,synthetic,0
2311,Lodgings remittance,synthetic,1
2312,Unit payment for residential unit,synthetic,1
2313,Domicile Solutions,synthetic,0
2314,Check #1234 for monthly,synthetic,0
2315,Facility Solutions,synthetic,0
2316,Accommodation remittance including tax,synthetic,1
2317,Servise payment,synthetic,0
2318,Besides rent - insurance,synthetic,0
2319,Pad payment,synthetic,0
2320,Digs payment,synthetic,1
2321,CHARGE - MONTHLY,synthetic,0
2322,Besides rent - insurance,synthetic,0
2323,Monthly payment to John,synthetic,0
2324,Residential payment First Monday,synthetic,1
2325,Dwelling disbursement plus fees,synthetic,1
2326,Subscripton payment,synthetic,0
2327,Unit payment including maintenance,synthetic,1
2328,Complex fee,synthetic,0
2329,Domicile Solutions,synthetic,0
2330,My unit disbursement,synthetic,1
2331,Residential Services,synthetic,0
2332,Premises Services,synthetic,1
2333,Habitation remittance,synthetic,1
2334,Ren tpayment,synthetic,1
2335,Strata payment,synthetic,0
2336,Rent payment ,synthetic,1
2337,Rent with included services,synthetic,1
2338,Flat fee,synthetic,1
2339,HOA fee incl. services,synthetic,0
2340,Unit charge,synthetic,0
2341,Monthly payment to John,synthetic,0
2342,Complex payment,synthetic,0
2343,HOA fee + tax,synthetic,0
2344,Recurring transfer to Smith,synthetic,0
2345,Rent (missed auto),synthetic,1
2346,Service fee incl. services,synthetic,0
2347,RENT - DO NOT DELETE,synthetic,1
2348,Subscripton payment,synthetic,0
2349,Monthly housing and utilities bundle,synthetic,1
2350,Property fee,synthetic,0
2351,Residential Services,synthetic,1
2352,Rant fee,synthetic,1
2353,Rent..payment,synthetic,1
2354,Rent payment (apartment),synthetic,1
2355,Servise payment,synthetic,0
2356,NOT rent - utilities,synthetic,0
2357,Payment to Wilson,synthetic,0
2358,Rent payment ,synthetic,1
2359,Utilitie payment,synthetic,0
2360,Monthly on 15th,synthetic,0
2361,Housing Associates,synthetic,0
2362,Rent-paymnt,synthetic,1
2363,Debit to Anderson,synthetic,1
2364,Unit remittance for residential unit,synthetic,1
2365,Residential facility fee,synthetic,1
2366,Lease obligation payment,synthetic,1
2367,Ren tpayment,synthetic,1
2368,HOA fee + tax,synthetic,0
2369,Apartment payment + parking,synthetic,1
2370,Habitation remittance,synthetic,1
2371,Rent with included services,synthetic,1
2372,RENT: UNIT 304,synthetic,1
2373,Utility fee incl. services,synthetic,0
2374,HOA fee incl. services,synthetic,0
2375,Building payment,synthetic,0
2376,Accommodation remittance including tax,synthetic,1
2377,Rant fee,synthetic,1
2378,Residential payment First Monday,synthetic,1
2379,Lease payment for residential unit,synthetic,1
2380,RENT - APT 5B,synthetic,1
2381,HOA fee incl. services,synthetic,0
2382,Service 20th periodic,synthetic,0
2383,Facility Solutions (Unit 25C),synthetic,1
2384,RENT>>PAYMENT,synthetic,1
2385,Debit to Anderson,synthetic,1
2386,Maintenence payment,synthetic,0
2387,Unit letting,synthetic,0
2388,Besides rent - insurance,synthetic,0
2389,Abode payment plus insurance,synthetic,1
2390,Rent payment (apartment),synthetic,1
2391,Property payment for residential unit,synthetic,1
2392,Rental payment,synthetic,0
2393,Premises fee with service charge,synthetic,1
2394,Abode payment plus insurance,synthetic,1
2395,Unit payment including maintenance,synthetic,1
2396,My unit disbursement,synthetic,1
2397,Besides rent - insurance,synthetic,0
2398,SERVICE - MONTHLY,synthetic,0
2399,ACH to Johnson LLC,synthetic,0
2400,Lease payment,synthetic,0
2401,CHARGE - AUTO,synthetic,0
2402,Lease fee for residential unit,synthetic,1
2403,Dwelling disbursement plus fees,synthetic,1
2404,Flat fee,synthetic,0
2405,Crib fee,synthetic,0
2406,Maintenance fee incl. services,synthetic,0
2407,Rent (missed auto),synthetic,1
2408,CHARGE - RECURRING,synthetic,0
2409,Building payment,synthetic,0
2410,End of month remittance,synthetic,0
2411,Digs payment,synthetic,0
2412,Rent payment (primary residence),synthetic,1
2413,RENT #2024-001,synthetic,1
2414,Rent payment ,synthetic,1
2415,Besides rent - insurance,synthetic,0
2416,Unit Management,synthetic,0
2417,Apartment payment + parking,synthetic,1
2418,Bi-weekly housing,synthetic,0
2419,Monthly payment to John (Unit 20B),synthetic,1
2420,Premises maintenance remittance,synthetic,1
2421,Utilitie payment,synthetic,0
2422,Maintenence payment,synthetic,0
2423,Habitation remittance,synthetic,1
2424,Building payment for residential unit,synthetic,1
2425,Service fee incl. services,synthetic,0
2426,Lease fee,synthetic,0
2427,Building payment,synthetic,0
2428,RENT|AUTO,synthetic,1
2429,Utilitie payment,synthetic,0
2430,Debit to Anderson,synthetic,0
2431,ACH to Johnson LLC,synthetic,0
2432,Unit letting,synthetic,1
2433,Rent (missed auto),synthetic,1
2434,Quarterly dwelling,synthetic,0
2435,UTILITY - RECURRING,synthetic,0
2436,RENT>>PAYMENT,synthetic,1
2437,Payment on 1st of month,synthetic,1
2438,Rent payment (primary residence),synthetic,1
2439,Membership 25th standing,synthetic,0
2440,Condo fee,synthetic,0
2441,Semi-monthly residence,synthetic,0
2442,Monthly payment to John,synthetic,0
2443,Servise payment,synthetic,0
2444,Residential payment 20th periodic,synthetic,1
2445,Separate from rent - deposit,synthetic,0
2446,Property payment for residential unit,synthetic,1
2447,Periodic 30th payment,synthetic,1
2448,Building fee for residential unit,synthetic,1
2449,Letting fee,synthetic,1
2450,Additional to rent - fee,synthetic,0
2451,UTILITY - RECURRING,synthetic,0
2452,Residential payment Last day,synthetic,1
2453,Quarterly dwelling,synthetic,0
2454,Unit remittance for residential unit,synthetic,1
2455,Rental payment,synthetic,1
2456,Rent/payment,synthetic,1
2457,Building Management,synthetic,0
2458,Spot payment,synthetic,0
2459,Servise payment,synthetic,0
2460,Property fee,synthetic,0
2461,Place remittance,synthetic,1
2462,Flat fee,synthetic,1
2463,Domicile Solutions,synthetic,0
2464,Rent payment (primary residence),synthetic,1
2465,Transfer to Miller,synthetic,0
2466,Rent payment ,synthetic,1
2467,Pad payment,synthetic,0
2468,Condo fee,synthetic,1
2469,Remittance to Moore,synthetic,0
2470,Letting fee,synthetic,0
2471,Rent with included services,synthetic,1
2472,Pad payment,synthetic,1
2473,Rent payment (primary residence),synthetic,1
2474,Housing Associates,synthetic,1
2475,HOA fee + insurance,synthetic,0
2476,Debit to Anderson,synthetic,0
2477,Residential payment 10th recurring,synthetic,1
2478,Facility Solutions,synthetic,0
2479,Facility Solutions,synthetic,0
2480,Where I live payment,synthetic,1
2481,CHARGE - MONTHLY,synthetic,0
2482,SERVICE - MONTHLY,synthetic,0
2483,Debit to Anderson,synthetic,0
2484,Rent payment ,synthetic,1
2485,Mid-month transfer,synthetic,0
2486,Lease charge,synthetic,0
2487,Residential payment Semi-monthly,synthetic,1
2488,Property remittance for residential unit,synthetic,1
2489,Flat fee,synthetic,0
2490,Accommodation remittance including tax,synthetic,1
2491,Periodic 30th payment,synthetic,1
2492,CHARGE - MONTHLY,synthetic,0
2493,HOA fee incl. services,synthetic,0
2494,Flat fee,synthetic,1
2495,Complex charge,synthetic,0
2496,Maintenance fee + insurance,synthetic,0
2497,Maintenence payment,synthetic,0
2498,Residential payment Calendar month,synthetic,1
2499,Building Management,synthetic,0
2500,Utility fee + insurance,synthetic,0
2501,Service Semi-monthly,synthetic,0
2502,Residential payment Monthly anniversary,synthetic,1
2503,CHARGE - MONTHLY,synthetic,0
2504,RENT~MONTHLY,synthetic,1
2505,UTILITY - RECURRING,synthetic,0
2506,Unit payment,synthetic,0
2507,Remittance: DWELLING,synthetic,1
2508,RENT_INVOICE_001,synthetic,1
2509,UTILITY - RECURRING,synthetic,0
2510,UTILITY - AUTO,synthetic,0
2511,Residential payment 25th standing,synthetic,1
2512,Where I live payment,synthetic,1
2513,RENT - DO NOT DELETE,synthetic,1
2514,Pad payment,synthetic,1
2515,UTILITY - RECURRING,synthetic,0
2516,Lease obligation payment,synthetic,1
2517,Wire to Thompson,synthetic,0
2518,Payment on 1st of month,synthetic,1
2519,Rent..payment,synthetic,1
2520,Servise payment,synthetic,0
2521,FEE - RECURRING,synthetic,0
2522,Bi-weekly housing,synthetic,0
2523,Membership Last day,synthetic,0
2524,Crib fee,synthetic,1
2525,Rent..payment,synthetic,1
2526,Residential facility fee,synthetic,1
2527,Dwelling remittance,synthetic,1
2528,Service fee + tax,synthetic,0
2529,Rent payment (primary residence),synthetic,1
2530,Semi-monthly residence,synthetic,0
2531,SERVICE - RECURRING,synthetic,0
2532,Rent payment (primary residence),synthetic,1
2533,Facility Solutions,synthetic,0
2534,Unit Management,synthetic,0
2535,Check #1234 for monthly,synthetic,0
2536,Semi-monthly residence,synthetic,0
2537,Rent payment (apartment),synthetic,1
2538,Lease fee,synthetic,0
2539,SERVICE - AUTO,synthetic,0
2540,Complex payment,synthetic,0
2541,Condo fee,synthetic,0
2542,Lodgings remittance,synthetic,1
2543,Spot payment,synthetic,0
2544,Check #1234 for monthly (Unit 1C),synthetic,1
2545,Quarterly dwelling,synthetic,0
2546,Rent payment (primary residence),synthetic,1
2547,RENT - DO NOT DELETE,synthetic,1
2548,Residential Services,synthetic,1
2549,Residential payment Semi-monthly,synthetic,1
2550,Rant remittance,synthetic,1
2551,Rent payment (apartment),synthetic,1
2552,Dwelling disbursement plus fees,synthetic,1
2553,Real Estate Solutions,synthetic,0
2554,Rant remittance,synthetic,1
2555,RENT #2024-001,synthetic,1
